,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedroom_ratio,household_rooms
10350,-117.67,33.61,23.0,8.185628891147607,6.359573868672378,7.4360278163518485,6.345636360828596,6.1401,243200.0,True,False,False,False,False,0.7769193977936104,1.2899618613000303
14934,-117.03,32.65,14.0,7.013915474810528,4.962844630259907,6.159095388491933,4.983606621708336,7.6344,290500.0,False,False,False,False,True,0.7075712058526015,1.4073974948701347
10551,-117.71,33.65,16.0,8.236155661683124,6.124683390894205,7.370230641807081,6.066108090103747,8.6088,307400.0,True,False,False,False,False,0.7436337585735451,1.3577330867413315
20226,-119.3,34.29,26.0,8.20685642839965,6.838405200847344,7.9287663216266955,6.769641976852503,1.9286,160500.0,False,False,False,False,True,0.833255127649509,1.2123028745776256
19143,-122.69,38.34,23.0,7.954021087278037,6.248042874508429,7.3310603052186325,6.20050917404269,3.733,163500.0,True,False,False,False,False,0.7855200289199366,1.2828012771235155
3054,-119.34,35.6,33.0,7.670428522190693,6.192362489474872,7.457609289715606,6.234410725718371,1.9362,59000.0,False,True,False,False,False,0.8073033301281998,1.2303373742362562
11025,-117.82,33.79,26.0,7.879291485082271,6.452048954437226,8.204671828950811,6.42648845745769,4.1339,222300.0,True,False,False,False,False,0.818861564729872,1.2260648310880662
2309,-119.74,36.83,14.0,8.450198322591959,6.721425700790643,7.71244383427499,6.669498089857879,4.1098,108200.0,False,True,False,False,False,0.795416325652456,1.2669916399619248
17319,-120.12,34.6,10.0,7.794411205726601,6.056784013228625,6.874198495453294,6.040254711277414,5.5106,290900.0,False,False,False,False,True,0.7770675492176585,1.2904110138226625
8672,-118.38,33.82,38.0,7.1846291527173145,5.472270673671475,6.306275286948016,5.420534999272286,6.0308,416700.0,False,False,False,False,True,0.7616636234595067,1.325446501808744
8176,-118.09,33.81,36.0,7.22402480828583,5.5254529391317835,6.502790045915623,5.552959584921617,5.0795,243300.0,True,False,False,False,False,0.7648718111812387,1.3009323582872432
20363,-118.95,34.16,21.0,7.9909154630913255,6.040254711277414,7.242797922793756,6.018593214496234,6.541,291500.0,True,False,False,False,False,0.7558902029656451,1.327704860305994
18581,-121.77,36.92,9.0,8.504107951867582,7.014814351275545,8.070593539949519,6.885509670034818,3.5,194800.0,True,False,False,False,False,0.8248736247209828,1.235073125941101
8738,-118.31,33.82,26.0,7.76046702921342,6.013715156042802,7.086737934510577,5.934894195619588,5.4925,361700.0,True,False,False,False,False,0.7749166555833349,1.3075998953681847
6577,-118.21,34.22,37.0,7.72356247227797,5.777652323222656,6.848005274576363,5.717027701406222,8.3695,500001.0,True,False,False,False,False,0.7480553622710077,1.3509751702581745
1839,-122.29,37.92,36.0,7.280008252884188,5.4638318050256105,6.343880434126331,5.459585514144159,6.0,311400.0,False,False,False,True,False,0.7505254960200016,1.3334360701968777
9075,-118.16,34.7,33.0,7.978996370854115,6.20455776256869,7.2196420401307355,6.171700597410915,4.8787,127700.0,False,True,False,False,False,0.7776113027489097,1.292835944472319
4495,-118.22,34.06,34.0,6.988413181999592,5.8998973535824915,7.0326242610280065,5.82600010738045,2.2344,153100.0,True,False,False,False,False,0.8442399154044232,1.1995216363189871
11515,-118.09,33.71,19.0,7.242797922793756,5.605802066295998,6.198478716492308,5.288267030694535,8.7397,500001.0,False,False,False,False,True,0.7739829449961623,1.3695976169044781
19065,-122.46,38.29,21.0,7.793174347189205,6.329720905522696,7.002155954403621,6.222576268071369,2.364,173300.0,False,False,False,True,False,0.8122134349279202,1.2524031866313514
8736,-118.32,33.83,19.0,8.2409125416889,6.673297967767654,7.652545692693921,6.727431724850855,5.2363,310000.0,True,False,False,False,False,0.8097765792330595,1.2249715610263734
8632,-118.4,33.88,36.0,7.342131730584722,5.3706380281276624,6.163314804034641,5.236441962829949,9.3399,500001.0,True,False,False,False,False,0.7314821124436498,1.4021222392421566
6102,-117.89,34.11,36.0,6.693323668269949,4.997212273764115,6.102558594613569,5.0369526024136295,4.5221,151300.0,True,False,False,False,False,0.7465965373008422,1.3288438856983908
6353,-117.95,34.14,33.0,7.572502985020384,6.089044875446846,7.3310603052186325,5.869296913133774,3.038,137500.0,False,True,False,False,False,0.8040993694544519,1.2901891141467612
4634,-118.3,34.07,28.0,8.560635749259074,7.836369760545124,8.67265729404031,7.772752716468742,1.8829,300000.0,True,False,False,False,False,0.9153957708366887,1.1013647367323267
3662,-118.38,34.25,38.0,6.891625897052253,5.225746673713202,6.2422232654551655,5.14166355650266,4.8816,231500.0,True,False,False,False,False,0.7582748616619489,1.3403494455284644
16865,-122.41,37.64,38.0,7.094234845924755,5.594711379601839,6.826545223556594,5.5134287461649825,4.4464,215400.0,False,False,False,False,True,0.788627878990458,1.2867192399755498
18029,-121.91,37.24,24.0,8.526549286340263,6.90975328164481,7.803843303538772,6.876264611890766,4.7118,274600.0,True,False,False,False,False,0.8103809700266907,1.2399972612449708
1509,-122.02,37.92,26.0,8.532672762264625,6.46302945692067,7.5352967024440884,6.456769655572163,7.4713,351200.0,False,False,False,True,False,0.7574448988015968,1.3215080012806353
14896,-117.07,32.6,18.0,7.864419904994565,6.313548046277095,6.949856455000773,6.311734809152915,1.9267,67500.0,False,False,False,False,True,0.8027989505325706,1.2459997358555108
7432,-118.2,33.94,45.0,7.506042178518122,6.013715156042802,7.441906728051625,5.924255797414532,4.0441,157500.0,True,False,False,False,False,0.8011832351880093,1.2670017020186592
6551,-118.09,34.18,34.0,8.043663352393944,6.016157159698354,7.038783541388542,6.037870919922137,10.2289,500001.0,False,True,False,False,False,0.7479374628362379,1.3322019399013043
2347,-119.68,36.8,7.0,7.957177323459475,6.251903883165888,7.466799475018602,6.212606095751519,4.2066,88400.0,False,True,False,False,False,0.7856936736515758,1.280811498559514
11908,-117.4,33.97,41.0,7.443078374348516,5.6240175061873385,6.493753839851686,5.598421958998375,3.8618,134800.0,False,True,False,False,False,0.7556036928980481,1.3294957809289838
18686,-121.76,37.0,21.0,7.256297239690681,5.598421958998375,6.659293919683638,5.303304908059076,3.1987,279800.0,True,False,False,False,False,0.7715259965338772,1.368259484508193
5346,-118.43,34.04,42.0,7.9105906122564775,6.345636360828596,7.017506142941256,6.248042874508429,4.5833,427500.0,True,False,False,False,False,0.8021697331924649,1.2660909617843894
10588,-117.77,33.69,15.0,6.2166061010848646,4.736198448394496,5.568344503761097,4.762173934797756,5.0631,154000.0,True,False,False,False,False,0.7618624007025278,1.3054134910233757
11474,-117.99,33.71,17.0,7.3783837129967145,6.129050210060545,7.4977617006225685,6.07073772800249,2.7865,216700.0,True,False,False,False,False,0.8306765341120006,1.2154014954331573
8480,-118.32,33.92,35.0,7.156176637480615,5.393627546352362,6.566672429803241,5.220355825078324,4.8304,152800.0,True,False,False,False,False,0.7537024055699145,1.3708216216033984
8875,-118.49,34.05,52.0,7.790282380703483,5.676753802268282,6.698268054115413,5.602118820879701,13.8556,500001.0,True,False,False,False,False,0.7286967949107457,1.3905957066937353
3885,-118.52,34.21,34.0,7.416979621381154,5.703782474656201,6.637258031284457,5.645446897643238,5.1265,211000.0,True,False,False,False,False,0.769016872880941,1.3137984921047552
13586,-117.28,34.12,47.0,7.806696372521179,6.416732282512326,7.4109518755836366,6.240275845170769,1.3973,66100.0,False,True,False,False,False,0.821952331218953,1.2510178341815823
9353,-122.56,37.95,34.0,7.8928255262511176,6.021023349349527,6.839476438228843,6.018593214496234,6.1444,500001.0,False,False,False,False,True,0.7628476430048939,1.3114070423036157
12997,-121.26,38.68,13.0,8.356319965828153,6.429719478039138,7.575071699507561,6.434546518787453,5.2051,167400.0,False,True,False,False,False,0.7694439064483477,1.298664939546174
5024,-118.32,33.99,48.0,7.13966033596492,5.652489180268651,6.674561391814426,5.638354669333745,2.1875,115200.0,True,False,False,False,False,0.7917028141794257,1.2662666246940042
16039,-122.47,37.71,44.0,7.843064016692054,6.238324625039508,7.363913501405819,6.248042874508429,4.1939,237900.0,False,False,False,False,True,0.7953938169780014,1.2552833221889685
15564,-117.05,33.11,18.0,8.387995252944556,6.466144724237619,7.647786045440933,6.519147287940395,5.4786,223500.0,True,False,False,False,False,0.7708808278077789,1.2866706154133525
12829,-121.46,38.7,32.0,6.873163834212518,5.214935757608986,6.343880434126331,5.241747015059643,3.8611,93900.0,False,True,False,False,False,0.758738753127144,1.311235321824152
3351,-121.02,40.51,17.0,6.792344427470809,5.123963979403259,6.008813185442595,5.043425116919247,3.3036,78300.0,False,True,False,False,False,0.7543734028975343,1.3467721379830622
13950,-117.07,34.24,21.0,8.470939806898775,6.954638864880987,5.823045895483019,4.875197323201151,3.9375,115000.0,False,True,False,False,False,0.8209996793056061,1.7375583479637677
16954,-122.3,37.53,37.0,7.199678345691172,5.375278407684165,6.284134161070802,5.402677381872279,5.4351,376600.0,False,False,False,False,True,0.7465997992675791,1.332613042905062
7575,-118.21,33.88,38.0,6.835184586147301,5.117993812416755,6.532334292222349,5.214935757608986,3.4485,119400.0,True,False,False,False,False,0.7487718506957758,1.3106939191291571
529,-122.25,37.77,52.0,6.756932389247553,5.062595033026967,6.063785208687608,5.0689042022202315,4.3098,197900.0,False,False,False,True,False,0.7492445893173624,1.333016391646926
11472,-118.0,33.71,19.0,8.478244441277663,6.937314081223682,7.792761720816526,6.879355804460439,4.0121,279700.0,True,False,False,False,False,0.8182488874050717,1.2324183662343118
7362,-118.19,33.97,27.0,7.976595409316577,6.880384082186005,8.177515823846075,6.852242569051878,1.9485,146300.0,True,False,False,False,False,0.8625715269637207,1.1640853821116657
9577,-120.55,37.32,21.0,7.252053951852814,5.438079308923196,6.3818160174060985,5.327876168789581,3.3194,141400.0,False,True,False,False,False,0.7498674644489965,1.3611528725714321
8282,-118.14,33.78,42.0,7.549082710812286,6.192362489474872,6.846943139585379,6.182084906716632,3.4107,233300.0,False,False,False,False,True,0.8202801223260899,1.221122457022623
2637,-124.14,40.6,27.0,7.046647277848756,5.332718793265369,6.257667587882639,5.393627546352362,4.025,128100.0,False,False,False,False,True,0.7567739072209351,1.3064764330296237
9515,-123.2,39.16,14.0,7.554334823725748,6.184148890937483,7.086737934510577,6.148468295917647,1.7929,82300.0,True,False,False,False,False,0.8186225571462693,1.2286531311776534
16386,-121.27,38.05,26.0,5.937536205082426,4.330733340286331,5.10594547390058,4.189654742026425,3.4107,82800.0,False,True,False,False,False,0.7293822202851242,1.4171898570836883
16248,-121.28,37.98,52.0,6.848005274576363,5.220355825078324,6.028278520230698,5.147494476813453,2.1429,69900.0,False,True,False,False,False,0.7623177284134424,1.330356993178477
20131,-118.92,34.41,22.0,7.902117546276448,6.486160788944089,7.887959336599945,6.349138991379798,3.0893,173400.0,True,False,False,False,False,0.8208129973971886,1.2445967172879855
14170,-117.05,32.76,46.0,7.543273346705446,5.886104031450156,6.679599185844383,5.883322388488279,3.25,159600.0,False,False,False,False,True,0.7803116446815407,1.2821451636689405
6858,-118.14,34.05,25.0,8.608677881538416,7.036148493750536,8.027150106832774,7.00033446027523,3.4118,341100.0,True,False,False,False,False,0.8173320677777689,1.229752368317549
7669,-118.08,33.92,39.0,7.397561535524052,5.777652323222656,6.942156705699469,5.796057750765372,4.5382,165700.0,True,False,False,False,False,0.7810211913044074,1.2763091490155012
11322,-117.98,33.76,29.0,7.325807502595773,5.746203190540153,6.99117688712121,5.762051382780177,4.32,196900.0,True,False,False,False,False,0.7843781301247794,1.2713887842945766
7832,-118.16,33.9,28.0,7.787796878181171,6.424869023905388,7.783224016336037,6.38856140554563,2.7339,156700.0,True,False,False,False,False,0.8249918589820626,1.2190219963168742
16150,-122.48,37.78,52.0,8.022240916806537,6.464588303689961,7.2640301428995295,6.431331081933479,3.4883,337200.0,False,False,False,True,False,0.8058332292348258,1.2473686729240467
1958,-120.81,38.73,42.0,7.152268856032539,5.564520407322694,6.684611727667927,5.560681631015528,2.7273,128600.0,False,True,False,False,False,0.7780077230499146,1.2862216056642584
10289,-117.83,33.88,18.0,7.655864017616056,5.831882477283517,6.955592608396297,5.755742213586912,6.9308,231700.0,True,False,False,False,False,0.7617536654079045,1.3301262866748527
7996,-118.15,33.86,32.0,7.875119281040293,6.327936783729195,6.975413927455952,6.198478716492308,2.4659,209000.0,True,False,False,False,False,0.8035353571042396,1.2704922677377182
11329,-117.94,33.76,33.0,7.273786317844895,5.823045895483019,7.1180162044653335,5.805134968916488,3.7232,176200.0,True,False,False,False,False,0.8005522352501955,1.2529917662194383
7540,-118.22,33.91,28.0,7.521859252201629,6.2166061010848646,7.724888439323074,6.161207321695077,1.5161,103200.0,True,False,False,False,False,0.8264720054772734,1.2208417700400007
9614,-120.47,37.28,19.0,7.3453648404168685,5.768320995793772,7.113142108707088,5.736572297479192,1.7756,73300.0,False,True,False,False,False,0.7853008150193401,1.280444917192907
11963,-117.41,34.01,34.0,7.116394144093465,5.37989735354046,6.7357800142423265,5.298317366548036,2.6442,92000.0,False,True,False,False,False,0.7559864229844155,1.343142294386556
19289,-122.82,38.41,32.0,6.553933404025811,5.209486152841421,6.194405391104672,5.1298987149230735,2.785,169300.0,True,False,False,False,False,0.7948640658511191,1.277595088760752
16061,-122.49,37.76,49.0,7.401231264413015,5.720311776607412,6.593044534142437,5.641907070938114,4.3281,323100.0,False,False,False,True,False,0.7728865066157454,1.311831473179931
19305,-122.87,38.39,34.0,7.037905963447182,5.327876168789581,6.295266001439646,5.198497031265826,4.5147,271400.0,True,False,False,False,False,0.7570257682414352,1.3538347566841762
5026,-118.33,33.99,43.0,7.707512194600341,6.311734809152915,7.377133712833954,6.302618975744905,2.8274,122500.0,True,False,False,False,False,0.8189068858787837,1.2229062591697273
3723,-118.42,34.19,33.0,8.097426298597213,6.7226297948554485,7.732807530422021,6.668228248417403,2.6165,230800.0,True,False,False,False,False,0.8302180899158128,1.2143295035707584
11310,-117.95,33.78,32.0,7.739359202689098,6.329720905522696,7.227662498728654,6.278521424165844,3.7303,188500.0,True,False,False,False,False,0.8178611096540638,1.2326722614819043
13893,-116.31,34.13,20.0,7.763446388727362,6.322565239927284,7.1049654482698426,6.1779441140506,1.6063,55400.0,False,True,False,False,False,0.8144018678492765,1.2566391416637823
11321,-117.98,33.77,22.0,8.082402253926244,6.513230110912307,7.618251097876695,6.4967749901858625,4.0955,174200.0,True,False,False,False,False,0.8058532483641644,1.244063749496582
2052,-119.73,36.72,15.0,7.717351272185329,6.124683390894205,7.0825485693553,6.0014148779611505,2.0294,70400.0,False,True,False,False,False,0.7936250631701351,1.2859219749205426
16877,-122.4,37.6,52.0,7.2305631534092925,5.318119993844216,6.274762021241939,5.351858133476067,6.221,420300.0,False,False,False,False,True,0.7355056419549648,1.351037896199426
9250,-120.1,36.96,20.0,7.650168700845001,5.762051382780177,6.814542897259958,5.616771097666572,4.8187,90900.0,False,True,False,False,False,0.753192721376684,1.3620225157516535
5052,-118.34,34.01,37.0,8.36450810375059,7.005789019253503,7.571473648851271,6.860663671448287,1.7945,106300.0,True,False,False,False,False,0.8375613882318022,1.219198098656371
13727,-117.19,34.06,21.0,8.717354666338522,7.352441100243583,7.939515260662406,7.275864600546533,2.5643,102700.0,False,True,False,False,False,0.8434257159037637,1.1981194187813378
17256,-119.7,34.42,43.0,7.497207223203318,6.324358962381311,7.307202314764738,6.289715570908998,2.675,247900.0,True,False,False,False,False,0.8435619790270534,1.191978737143405
3871,-118.54,34.21,22.0,8.71028982137815,7.510430556378006,8.492285555710053,7.437206366871292,2.875,227100.0,True,False,False,False,False,0.8622480664127544,1.1711776427473832
15165,-117.03,32.95,19.0,8.412054873292933,6.704414354964107,7.806696372521179,6.663132695990803,4.5032,168900.0,True,False,False,False,False,0.7970007870787505,1.262477464744842
1397,-122.07,37.96,34.0,7.4342573821331355,5.673323267171493,6.729824070489475,5.66988092298052,5.0172,197100.0,False,False,False,True,False,0.7631324792179347,1.3111840412735027
18130,-122.02,37.35,22.0,8.077136638538454,6.6293632534374485,7.299797366758161,6.504288173536645,4.1473,354400.0,True,False,False,False,False,0.8207566059742951,1.2418171555499495
4684,-118.36,34.08,52.0,7.551186867296149,6.192362489474872,6.744059186311348,6.171700597410915,2.9621,175000.0,True,False,False,False,False,0.8200515492860753,1.2235180155148715
3867,-118.46,34.17,22.0,8.8110561229431,7.460490305825338,7.8713112033234065,7.384610383176974,3.1478,273700.0,True,False,False,False,False,0.8467191902681195,1.1931646580861923
10789,-117.92,33.63,24.0,7.354362330421477,6.091309882077698,6.546785410760524,5.8522024797744745,3.5161,236400.0,True,False,False,False,False,0.8282580607812677,1.2566828225507487
11418,-117.96,33.7,23.0,7.872073979866873,6.100318952020064,7.00669522683704,6.0112671744041615,4.725,289600.0,True,False,False,False,False,0.7749316085725135,1.3095531693194382
11361,-117.92,33.74,24.0,8.579604451537634,6.96979066990159,8.297045149081827,6.954638864880987,4.3882,189300.0,True,False,False,False,False,0.812367366033112,1.2336520440856067
3754,-118.37,34.18,36.0,7.3833681469923835,5.924255797414532,7.1049654482698426,5.926926025970411,2.9728,190200.0,True,False,False,False,False,0.8023784916952541,1.2457331363071147
653,-122.13,37.71,44.0,7.259819610363186,5.700443573390687,6.413458957167357,5.602118820879701,3.5781,180000.0,False,False,False,True,False,0.78520457522849,1.2959060388553445
2865,-118.88,35.34,20.0,7.20934025660291,5.545177444479562,6.637258031284457,5.537334267018537,2.1111,105300.0,False,True,False,False,False,0.7691657276684688,1.3019514280622668
20074,-120.26,38.13,17.0,5.71042701737487,4.553876891600541,4.812184355372417,3.871201010907891,4.0583,87500.0,False,True,False,False,False,0.7974669631088281,1.4751047546445115
12947,-121.28,38.64,24.0,8.14902386805177,6.352629396319567,7.198183577101943,6.300785794663244,4.8661,186200.0,False,True,False,False,False,0.7795570977801447,1.2933345353454138
17504,-121.89,37.35,44.0,7.419979923661835,5.942799375126701,7.042286171939743,5.902633333401366,3.2083,181900.0,True,False,False,False,False,0.8009185248838072,1.2570626539978733
7850,-118.18,33.89,25.0,8.682199026000504,7.289610521451167,8.330863613224745,7.217443431696533,2.6742,131900.0,True,False,False,False,False,0.8396041716644638,1.202946598496535
8276,-118.16,33.78,39.0,8.312871394342615,6.990256500493881,7.81237820598861,6.933423025730715,2.3317,222500.0,False,False,False,False,True,0.8408955424537363,1.1989563255397242
8607,-118.37,33.87,18.0,7.830822995135316,6.186208623900494,7.029087564149662,6.073044534100405,5.0114,338600.0,True,False,False,False,False,0.7899819249833008,1.2894394156283409
5441,-118.44,34.0,44.0,7.4949862339505335,5.869296913133774,6.728628613084702,5.752572638825633,4.75,355800.0,True,False,False,False,False,0.7830964233859741,1.302892932349066
11844,-120.92,40.02,35.0,5.950642552587727,4.532599493153256,5.313205979041787,4.290459441148391,2.6458,102500.0,False,True,False,False,False,0.7616991699799187,1.3869476297846015
9124,-118.08,34.58,5.0,7.01571242048723,5.231108616854587,6.448889394146858,5.1298987149230735,4.1719,146600.0,False,True,False,False,False,0.745627571845554,1.3676122688501142
9379,-122.48,37.93,16.0,7.988882253309227,6.688354713946762,7.234177179749849,6.612041034833092,3.6731,318000.0,False,False,False,True,False,0.8372078223053357,1.208232406789788
8223,-118.19,33.78,21.0,7.91644286012226,6.937314081223682,7.981049759665957,6.877296071497429,1.3274,218800.0,False,False,False,False,True,0.8763170787436901,1.1510981609373365
12198,-117.25,33.65,10.0,7.410347097821024,5.75890177387728,6.587550014824796,5.455321115357702,3.5125,155600.0,True,False,False,False,False,0.777143323768283,1.3583704682313889
12090,-117.3,33.85,15.0,8.292047637431354,6.62273632394984,7.748460023899697,6.489204931325317,2.9542,127900.0,False,True,False,False,False,0.7986852721460461,1.2778218171849036
13526,-117.3,34.18,28.0,7.895808377083183,6.054439346269371,7.173958319756794,6.042632833682381,4.3676,111100.0,False,True,False,False,False,0.7667915756215403,1.3066834597447279
274,-122.18,37.79,39.0,6.42648845745769,4.564348191467836,5.4680601411351315,4.672828834461906,5.2578,253000.0,False,False,False,True,False,0.7102398489755455,1.3752886495783074
9017,-118.75,34.1,34.0,7.721348612617949,5.998936561946683,6.754604099487962,5.762051382780177,4.5333,377300.0,False,False,False,False,True,0.7769285992531715,1.3400346681553568
7433,-118.21,33.94,40.0,7.708859601047175,6.38856140554563,7.716460800176355,6.364750756851911,2.4459,143800.0,True,False,False,False,False,0.8287297649937488,1.211180122449929
229,-122.19,37.79,50.0,6.876264611890766,5.278114659230517,6.137727054086234,5.220355825078324,2.9844,179900.0,False,False,False,True,False,0.7675845763851711,1.3172022831963945
12514,-121.45,38.56,51.0,7.1316985104669115,5.4638318050256105,6.115892125483034,5.4510384535657,2.625,121200.0,False,True,False,False,False,0.7661333127033568,1.3083192443454215
16436,-121.3,38.09,31.0,5.817111159963204,3.9889840465642745,5.043425116919247,4.02535169073515,2.0694,175000.0,False,True,False,False,False,0.6857328211327333,1.445118739153156
19501,-121.03,37.66,31.0,6.78897174299217,5.384495062789089,6.421622267806518,5.298317366548036,2.1528,75500.0,False,True,False,False,False,0.7931237993952716,1.2813448635326514
2845,-118.96,35.4,28.0,8.448485993406447,6.775366090936392,7.785305182539862,6.7357800142423265,3.2325,89000.0,False,True,False,False,False,0.8019621617677027,1.2542698804804677
19808,-119.12,36.54,30.0,7.91862865334224,6.246106765481563,7.221835825288449,6.118097198041348,2.9828,85200.0,False,True,False,False,False,0.7887864223618125,1.2942959873009725
12633,-121.49,38.49,26.0,8.440312147080279,6.725033642166843,7.97349996402463,6.705639094860003,2.735,74600.0,False,True,False,False,False,0.7967754657620341,1.2586886988221504
20278,-119.2,34.19,19.0,9.159468041602427,7.478734825567875,8.759511722116487,7.449498005382849,5.0016,218500.0,False,False,False,False,True,0.816503184639038,1.2295416462940174
1065,-121.85,39.74,39.0,7.038783541388542,5.583496308781699,6.436150368369428,5.579729825986222,2.2833,85800.0,False,True,False,False,False,0.7932473382581449,1.2614918214511275
13409,-117.48,34.1,30.0,7.7354333524996886,6.2766434893416445,7.493873886783559,6.222576268071369,2.5833,90600.0,False,True,False,False,False,0.8114145909244194,1.24312391190622
10473,-117.73,33.51,5.0,8.422882511944996,6.668228248417403,7.122059881629142,6.450470422144176,6.1785,295900.0,True,False,False,False,False,0.7916800737705634,1.305778022488037
16050,-122.48,37.76,48.0,7.742835955430749,6.326149473155099,7.149916836132109,6.240275845170769,3.275,332100.0,False,False,False,True,False,0.8170326104762687,1.2407842453667786
5437,-118.43,34.01,41.0,7.331714969726466,5.634789603169249,6.616065185132817,5.655991810819852,6.4232,446600.0,True,False,False,False,False,0.768550008618171,1.2962739719143463
19664,-120.82,37.49,25.0,7.385230923066573,5.655991810819852,6.78332520060396,5.568344503761097,3.5547,122400.0,False,True,False,False,False,0.7658517207842855,1.3262884360115066
11187,-117.95,33.83,36.0,7.2305631534092925,5.472270673671475,6.53813982376767,5.459585514144159,3.8214,210900.0,True,False,False,False,False,0.7568249605967742,1.3243795036595833
6327,-117.96,34.0,34.0,7.9294865233142895,6.293419278846481,7.578145472419466,6.259581464064923,4.5163,183800.0,True,False,False,False,False,0.7936729900911691,1.2667758329907481
10358,-117.67,33.6,20.0,7.101675971619444,5.147494476813453,6.338594078203183,5.14166355650266,7.2592,314800.0,True,False,False,False,False,0.7248281247109102,1.3812019968980578
9178,-118.53,34.37,8.0,8.253227645581772,6.748759547491679,7.202661196523238,6.386879319362645,3.9118,333700.0,True,False,False,False,False,0.8177115472035374,1.2922159998484788
11574,-118.0,33.76,29.0,7.592366128519796,6.222576268071369,7.2633296174768365,6.220590170099739,3.0263,194200.0,True,False,False,False,False,0.8195832712409667,1.2205218348917626
8749,-118.37,33.82,39.0,7.9355873855892,6.09807428216624,7.1853870155804165,6.091309882077698,5.878,387800.0,True,False,False,False,False,0.7684464912125055,1.3027719060785057
6996,-118.03,33.95,34.0,7.5406215286571525,6.061456918928017,6.942156705699469,5.929589143389895,3.6509,173200.0,True,False,False,False,False,0.8038404919133306,1.2716937626383749
19928,-119.32,36.32,29.0,7.787382026484701,6.07993319509559,7.04141166379481,6.089044875446846,3.6895,87700.0,False,True,False,False,False,0.7807416118045682,1.2789168393036718
746,-122.09,37.67,39.0,7.635303886259415,6.2166061010848646,7.25063551189868,6.171700597410915,3.1115,153500.0,False,False,False,True,False,0.8141923613901398,1.2371474872683381
7928,-118.08,33.85,22.0,6.962243464266207,5.3230099791384085,6.52649485957079,5.37989735354046,6.0,191300.0,True,False,False,False,False,0.7645538405054085,1.294121989090446
15428,-117.24,33.21,19.0,7.5352967024440884,6.194405391104672,7.528331766707247,6.102558594613569,2.1875,121700.0,True,False,False,False,False,0.822051955710716,1.2347766245284604
9791,-121.62,36.14,25.0,6.588926477533519,5.616771097666572,6.021023349349527,5.3706380281276624,3.2375,450000.0,False,False,False,False,True,0.852456180353243,1.226842405506629
4204,-118.26,34.11,47.0,7.688913336864796,6.236369590203704,7.27655640271871,6.222576268071369,3.6667,210900.0,True,False,False,False,False,0.81108595154834,1.2356479062084529
14147,-117.08,32.74,35.0,7.268920128193722,5.537334267018537,6.625392368007956,5.43372200355424,2.3812,135100.0,False,False,False,False,True,0.7617822412907056,1.3377423658109606
14687,-117.04,32.9,6.0,8.783549477153265,6.717804695023691,8.054204897064407,6.693323668269949,9.2858,436100.0,True,False,False,False,False,0.7648166282318161,1.3122851833375608
12627,-121.48,38.51,24.0,6.887552571664617,5.308267697401205,6.584791392385716,5.327876168789581,2.5926,72300.0,False,True,False,False,False,0.7707044907707001,1.292738861314296
17133,-122.15,37.47,39.0,7.16703787691222,5.480638923341991,6.340359303727752,5.493061443340548,5.6407,326400.0,False,False,False,True,False,0.764700705851888,1.304743802857166
11789,-121.23,38.79,45.0,6.811244378601294,5.176149732573829,6.139884552226255,5.25227342804663,2.2292,92000.0,False,True,False,False,False,0.7599418615540504,1.2968183153279702
4234,-118.3,34.11,52.0,7.578145472419466,5.5053315359323625,6.470799503782602,5.472270673671475,6.9391,500001.0,True,False,False,False,False,0.7264747761795975,1.3848265051799988
8688,-118.34,33.87,34.0,6.975413927455952,5.384495062789089,6.400257445308821,5.3612921657094255,4.6406,255900.0,True,False,False,False,False,0.7719248088769555,1.301069539181314
8936,-118.47,34.02,41.0,7.667158255319148,6.309918278226516,6.894670039433482,6.324358962381311,2.7254,444400.0,True,False,False,False,False,0.8229800492051881,1.2123218022451137
16134,-122.49,37.78,46.0,8.103191752285786,6.675823221634848,7.486613313139955,6.656726524178391,3.6148,352200.0,False,False,False,True,False,0.8238510732208331,1.2172937738772325
8968,-118.4,33.99,36.0,7.155396301896734,5.484796933490655,6.558197802812269,5.384495062789089,5.9632,328100.0,True,False,False,False,False,0.7665259479809328,1.3288890078748339
12628,-121.48,38.5,23.0,7.893572073504902,6.675823221634848,7.462214939768189,6.492239835020471,1.3679,70300.0,False,True,False,False,False,0.845729051368584,1.2158472690619588
409,-122.28,37.9,52.0,7.602900462204755,5.5254529391317835,6.490723534502507,5.501258210544727,10.0825,397000.0,False,False,False,True,False,0.7267559225061148,1.3820293778669819
9685,-121.63,36.71,19.0,8.520388082312756,6.921658184151129,8.087025470667701,6.846943139585379,3.9818,152900.0,True,False,False,False,False,0.8123641924855057,1.2444076003862818
16684,-120.59,35.11,25.0,8.200562797008564,6.588926477533519,7.455876687491824,6.513230110912307,3.155,205400.0,True,False,False,False,False,0.8034724738571669,1.2590623480766154
1814,-122.31,37.91,43.0,7.843848638152472,6.238324625039508,6.966967138613983,6.270988431858299,3.6417,178400.0,False,False,False,True,False,0.7953142536045766,1.2508153576402121
2921,-119.02,35.36,48.0,7.51425465281641,5.983936280687191,6.854354502255021,5.8971538676367405,2.2827,70000.0,False,True,False,False,False,0.7963446219438887,1.2742171599174699
